"city","county","year","TOTAL_POP"
"Highland","San Bernardino County",2006,52180
"Highland","San Bernardino County",2007,52516
"Highland","San Bernardino County",2008,52725
"Highland","San Bernardino County",2009,53104
"Highland","San Bernardino County",2010,53322
"Highland","San Bernardino County",2011,53338
"Highland","San Bernardino County",2012,53552
"Highland","San Bernardino County",2013,53674
"Highland","San Bernardino County",2014,53629
"Highland","San Bernardino County",2015,53680
"Highland","San Bernardino County",2016,54167
"Highland","San Bernardino County",2017,54761
"Incorporated","San Bernardino County",1980,595000
"Incorporated","San Bernardino County",1981,612800
"Incorporated","San Bernardino County",1982,631200
"Incorporated","San Bernardino County",1983,648900
"Incorporated","San Bernardino County",1984,674900
"Incorporated","San Bernardino County",1985,709500
"Incorporated","San Bernardino County",1986,749100
"Incorporated","San Bernardino County",1987,845600
"Incorporated","San Bernardino County",1988,978200
"Incorporated","San Bernardino County",1989,1073100
"Incorporated","San Bernardino County",2000,1454704
"Incorporated","San Bernardino County",2001,1491557
"Incorporated","San Bernardino County",2002,1530477
"Incorporated","San Bernardino County",2003,1579969
"Incorporated","San Bernardino County",2004,1622403
"Incorporated","San Bernardino County",2005,1658643
"Incorporated","San Bernardino County",2006,1702152
"Incorporated","San Bernardino County",2007,1720730
"Incorporated","San Bernardino County",2008,1729008
"Incorporated","San Bernardino County",2009,1743434
"Incorporated","San Bernardino County",2010,1759698
"Incorporated","San Bernardino County",2011,1771817
"Incorporated","San Bernardino County",2012,1784972
"Incorporated","San Bernardino County",2013,1797660
"Incorporated","San Bernardino County",2014,1814544
"Incorporated","San Bernardino County",2015,1827678
"Incorporated","San Bernardino County",2016,1846994
"Incorporated","San Bernardino County",2017,1863279
"Loma Linda","San Bernardino County",1980,10750
"Loma Linda","San Bernardino County",1981,11100
"Loma Linda","San Bernardino County",1982,11500
"Loma Linda","San Bernardino County",1983,11800
"Loma Linda","San Bernardino County",1984,11950
"Loma Linda","San Bernardino County",1985,12750
"Loma Linda","San Bernardino County",1986,13700
"Loma Linda","San Bernardino County",1987,14350
"Loma Linda","San Bernardino County",1988,15700
"Loma Linda","San Bernardino County",1989,17000
"Loma Linda","San Bernardino County",1990,18949
"Loma Linda","San Bernardino County",1991,19347
"Loma Linda","San Bernardino County",1992,19855
"Loma Linda","San Bernardino County",1993,19685
"Loma Linda","San Bernardino County",1994,19486
"Loma Linda","San Bernardino County",1995,19327
"Loma Linda","San Bernardino County",1996,19215
"Loma Linda","San Bernardino County",1997,18999
"Loma Linda","San Bernardino County",1998,18818
"Loma Linda","San Bernardino County",1999,19228
"Loma Linda","San Bernardino County",2000,19756
"Loma Linda","San Bernardino County",2001,20345
"Loma Linda","San Bernardino County",2002,20826
"Loma Linda","San Bernardino County",2003,21139
"Loma Linda","San Bernardino County",2004,21723
"Loma Linda","San Bernardino County",2005,22036
"Loma Linda","San Bernardino County",2006,22613
"Loma Linda","San Bernardino County",2007,22824
"Loma Linda","San Bernardino County",2008,22975
"Loma Linda","San Bernardino County",2009,23261
"Loma Linda","San Bernardino County",2010,23143
"Loma Linda","San Bernardino County",2011,23311
"Loma Linda","San Bernardino County",2012,23428
"Loma Linda","San Bernardino County",2013,23624
"Loma Linda","San Bernardino County",2014,23782
"Loma Linda","San Bernardino County",2015,23878
"Loma Linda","San Bernardino County",2016,23889
"Loma Linda","San Bernardino County",2017,23946
"Montclair","San Bernardino County",1980,23450
"Montclair","San Bernardino County",1981,24350
"Montclair","San Bernardino County",1982,24950
"Montclair","San Bernardino County",1983,25200
"Montclair","San Bernardino County",1984,25350
"Montclair","San Bernardino County",1985,25850
"Montclair","San Bernardino County",1986,26200
"Montclair","San Bernardino County",1987,26450
"Montclair","San Bernardino County",1988,26800
"Montclair","San Bernardino County",1989,28050
"Montclair","San Bernardino County",1990,28981
"Montclair","San Bernardino County",1991,29698
"Montclair","San Bernardino County",1992,30176
"Montclair","San Bernardino County",1993,30240
"Montclair","San Bernardino County",1994,30550
"Montclair","San Bernardino County",1995,30956
"Montclair","San Bernardino County",1996,31353
"Montclair","San Bernardino County",1997,31719
"Montclair","San Bernardino County",1998,32213
"Montclair","San Bernardino County",1999,33049
"Montclair","San Bernardino County",2000,33316
"Montclair","San Bernardino County",2001,33834
"Montclair","San Bernardino County",2002,34075
"Montclair","San Bernardino County",2003,34398
"Montclair","San Bernardino County",2004,34934
"Montclair","San Bernardino County",2005,34873
"Montclair","San Bernardino County",2006,35732
"Montclair","San Bernardino County",2007,36007
"Montclair","San Bernardino County",2008,36057
"Montclair","San Bernardino County",2009,36664
"Montclair","San Bernardino County",2010,37012
"Montclair","San Bernardino County",2011,37159
"Montclair","San Bernardino County",2012,37325
"Montclair","San Bernardino County",2013,37449
"Montclair","San Bernardino County",2014,38454
"Montclair","San Bernardino County",2015,38701
"Montclair","San Bernardino County",2016,39012
"Montclair","San Bernardino County",2017,39326
"Needles","San Bernardino County",1980,4110
"Needles","San Bernardino County",1981,4040
"Needles","San Bernardino County",1982,4130
"Needles","San Bernardino County",1983,4160
"Needles","San Bernardino County",1984,4400
"Needles","San Bernardino County",1985,4680
"Needles","San Bernardino County",1986,4750
"Needles","San Bernardino County",1987,4660
"Needles","San Bernardino County",1988,4850
"Needles","San Bernardino County",1989,5050
"Needles","San Bernardino County",1990,5250
"Needles","San Bernardino County",1991,5296
"Needles","San Bernardino County",1992,5359
"Needles","San Bernardino County",1993,5360
"Needles","San Bernardino County",1994,5155
"Needles","San Bernardino County",1995,5089
"Needles","San Bernardino County",1996,5040
"Needles","San Bernardino County",1997,4963
"Needles","San Bernardino County",1998,4895
"Needles","San Bernardino County",1999,4830
"Needles","San Bernardino County",2000,4828
"Needles","San Bernardino County",2001,4978
"Needles","San Bernardino County",2002,4961
"Needles","San Bernardino County",2003,5024
"Needles","San Bernardino County",2004,5066
"Needles","San Bernardino County",2005,5085
"Needles","San Bernardino County",2006,5063
"Needles","San Bernardino County",2007,5005
"Needles","San Bernardino County",2008,4927
"Needles","San Bernardino County",2009,4844
"Needles","San Bernardino County",2010,4866
"Needles","San Bernardino County",2011,4986
"Needles","San Bernardino County",2012,5030
"Needles","San Bernardino County",2013,5057
"Needles","San Bernardino County",2014,5165
"Needles","San Bernardino County",2015,5224
"Needles","San Bernardino County",2016,5183
"Needles","San Bernardino County",2017,5177
"Ontario","San Bernardino County",1980,92100
"Ontario","San Bernardino County",1981,94700
"Ontario","San Bernardino County",1982,100600
"Ontario","San Bernardino County",1983,105000
"Ontario","San Bernardino County",1984,109100
"Ontario","San Bernardino County",1985,111500
"Ontario","San Bernardino County",1986,115300
"Ontario","San Bernardino County",1987,121300
"Ontario","San Bernardino County",1988,125600
"Ontario","San Bernardino County",1989,130000
"Ontario","San Bernardino County",1990,136383
"Ontario","San Bernardino County",1991,139516
"Ontario","San Bernardino County",1992,141264
"Ontario","San Bernardino County",1993,143097
"Ontario","San Bernardino County",1994,144087
"Ontario","San Bernardino County",1995,145459
"Ontario","San Bernardino County",1996,147322
"Ontario","San Bernardino County",1997,150021
"Ontario","San Bernardino County",1998,152413
"Ontario","San Bernardino County",1999,158007
"Ontario","San Bernardino County",2000,158428
"Ontario","San Bernardino County",2001,161051
"Ontario","San Bernardino County",2002,162828
"Ontario","San Bernardino County",2003,163956
"Ontario","San Bernardino County",2004,164504
"Ontario","San Bernardino County",2005,163757
"Ontario","San Bernardino County",2006,164175
"Ontario","San Bernardino County",2007,163951
"Ontario","San Bernardino County",2008,163309
"Ontario","San Bernardino County",2009,163924
"Ontario","San Bernardino County",2010,166493
"Ontario","San Bernardino County",2011,166597
"Ontario","San Bernardino County",2012,167582
"Ontario","San Bernardino County",2013,168548
"Ontario","San Bernardino County",2014,170159
"Ontario","San Bernardino County",2015,171736
"Ontario","San Bernardino County",2016,175157
"Ontario","San Bernardino County",2017,177589
"Rancho Cucamonga","San Bernardino County",1980,55500
"Rancho Cucamonga","San Bernardino County",1981,55800
"Rancho Cucamonga","San Bernardino County",1982,55100
"Rancho Cucamonga","San Bernardino County",1983,55400
"Rancho Cucamonga","San Bernardino County",1984,58500
"Rancho Cucamonga","San Bernardino County",1985,65200
"Rancho Cucamonga","San Bernardino County",1986,71300
"Rancho Cucamonga","San Bernardino County",1987,83500
"Rancho Cucamonga","San Bernardino County",1988,90500
"Rancho Cucamonga","San Bernardino County",1989,98500
"Rancho Cucamonga","San Bernardino County",1990,105127
"Rancho Cucamonga","San Bernardino County",1991,110329
"Rancho Cucamonga","San Bernardino County",1992,112049
"Rancho Cucamonga","San Bernardino County",1993,112927
"Rancho Cucamonga","San Bernardino County",1994,114708
"Rancho Cucamonga","San Bernardino County",1995,116069
"Rancho Cucamonga","San Bernardino County",1996,117959
"Rancho Cucamonga","San Bernardino County",1997,119582
"Rancho Cucamonga","San Bernardino County",1998,122734
"Rancho Cucamonga","San Bernardino County",1999,127743
"Rancho Cucamonga","San Bernardino County",2000,131876
"Rancho Cucamonga","San Bernardino County",2001,137210
"Rancho Cucamonga","San Bernardino County",2002,145053
"Rancho Cucamonga","San Bernardino County",2003,151873
"Rancho Cucamonga","San Bernardino County",2004,156854
"Rancho Cucamonga","San Bernardino County",2005,163788
"Rancho Cucamonga","San Bernardino County",2006,164195
"Rancho Cucamonga","San Bernardino County",2007,164671
"Rancho Cucamonga","San Bernardino County",2008,164764
"Rancho Cucamonga","San Bernardino County",2009,165269
"Rancho Cucamonga","San Bernardino County",2010,168302
"Rancho Cucamonga","San Bernardino County",2011,168908
"Rancho Cucamonga","San Bernardino County",2012,170326
"Rancho Cucamonga","San Bernardino County",2013,171622
"Rancho Cucamonga","San Bernardino County",2014,172029
"Rancho Cucamonga","San Bernardino County",2015,173241
"Rancho Cucamonga","San Bernardino County",2016,175282
"Rancho Cucamonga","San Bernardino County",2017,176671
"Redlands","San Bernardino County",1980,44850
"Redlands","San Bernardino County",1981,45750
"Redlands","San Bernardino County",1982,47200
"Redlands","San Bernardino County",1983,48100
"Redlands","San Bernardino County",1984,48750
"Redlands","San Bernardino County",1985,50100
"Redlands","San Bernardino County",1986,52600
